activity,avg_result_accl,avg_result_accl_fft,sma,sma_fft,x_IQR,x_IQR_fft,x_aad,x_aad_fft,x_above_mean,x_above_mean_fft,x_energy,x_energy_fft,x_kurtosis,x_kurtosis_fft,x_mad,x_mad_fft,x_max,x_max_fft,x_maxmin_diff,x_maxmin_diff_fft,x_mean,x_mean_fft,x_median,x_median_fft,x_min,x_min_fft,x_neg_count,x_peak_count,x_peak_count_fft,x_pos_count,x_skewness,x_skewness_fft,x_std,x_std_fft,y_IQR,y_IQR_fft,y_aad,y_aad_fft,y_above_mean,y_above_mean_fft,y_energy,y_energy_fft,y_kurtosis,y_kurtosis_fft,y_mad,y_mad_fft,y_max,y_max_fft,y_maxmin_diff,y_maxmin_diff_fft,y_mean,y_mean_fft,y_median,y_median_fft,y_min,y_min_fft,y_neg_count,y_peak_count,y_peak_count_fft,y_pos_count,y_skewness,y_skewness_fft,y_std,y_std_fft,z_IQR,z_IQR_fft,z_aad,z_aad_fft,z_above_mean,z_above_mean_fft,z_energy,z_energy_fft,z_kurtosis,z_kurtosis_fft,z_mad,z_mad_fft,z_max,z_max_fft,z_maxmin_diff,z_maxmin_diff_fft,z_mean,z_mean_fft,z_median,z_median_fft,z_min,z_min_fft,z_neg_count,z_peak_count,z_peak_count_fft,z_pos_count,z_skewness,z_skewness_fft,z_std,z_std_fft
BadRange,0.04825873868212991,0.5851118890928703,0.11569350052624917,0.9072215369463046,0.06257677078247063,0.22661709682955455,0.03282708823680873,0.2657866834900418,80,13,0.002340309117188037,0.34112681844977893,-0.9748981565417636,16.59636648262571,0.031946450471877996,0.09300412087544055,0.0694822072982788,2.9620575354040133,0.1549198627471923,2.93209517555874,0.0032251484692096704,0.32858797050687805,0.00331214070320125,0.18340111697512995,-0.0854376554489135,0.029962359845273522,75,49,15,85,-0.16692303692916277,3.879391653617352,0.03822859564679451,0.48286309041792574,0.03740467876195897,0.2992405674344532,0.02291995445266361,0.1895038307214901,76,19,0.0012926373207527285,0.19177654792588858,-0.013245241926367335,2.628712041502098,0.0200108885765075,0.13439774312854808,0.0873533189296722,1.2467626996181331,0.15302449464797968,1.2117707823977706,0.003340097144246106,0.35643196158802026,0.00030800700187685003,0.2967477533107483,-0.0656711757183075,0.034991917220362656,80,38,18,80,0.27146385764759134,1.5736783928698717,0.02831524382719783,0.25442642292891804,0.030591657385229974,0.15463676300134505,0.016292065634624986,0.131723323659178,84,18,0.0006242539146470152,0.08546751151510704,-0.5078039879370162,5.94469057224401,0.015174165368080101,0.07965919098684901,0.0515367984771728,1.0340636440360247,0.0952041149139403,1.0257082427173838,0.0027865553973242603,0.2222016048514063,0.004239551723003349,0.15954154346866767,-0.0436673164367675,0.008355401318640947,70,46,17,90,0.10945739748016438,2.214921376414488,0.019616289102695517,0.18998410016779427
BadRange,0.0472604523838283,0.6034661443620797,0.11354398645460582,0.9406115591410031,0.04741235077381123,0.23861829632930404,0.029335787827148983,0.2557798164017436,74,13,0.0022637292955090824,0.3315880166080274,1.1627977323273733,18.656751310304028,0.02431932091712945,0.0867215948228898,0.1504132151603698,2.977807593012041,0.2191495895385741,2.923041151903681,0.00030708722770214603,0.33842809370899074,-0.0044058263301849,0.19737682352663594,-0.0687363743782043,0.054766441108359834,85,46,16,75,0.8241378459379877,4.049678730809568,0.03773107765501889,0.46589101944180683,0.048687472939491154,0.3168508265442203,0.024872050506528423,0.201672649664266,89,24,0.0014428882884890426,0.216997728743893,-0.3111935709656546,1.1667680565835274,0.0233033746480942,0.15945038135986736,0.0575265884399414,1.2584936464374963,0.15100958943367,1.247121460945618,0.003470726497471327,0.38845324087793914,0.0076791048049926,0.3674297769381806,-0.0934830009937286,0.011372185491878134,69,39,15,91,-0.503742994677961,0.9636429786474499,0.029922486660286036,0.25710271954088476,0.0282282456755637,0.14801645864147325,0.016075383182032922,0.13443848610347867,83,14,0.0006080858366758925,0.08271129985115838,-0.5455848142263622,3.450748918158795,0.014750424772500948,0.072330437496821,0.0515367984771728,0.9371006361498371,0.0952041149139403,0.9174236436891299,0.003226518398150798,0.21373022455407323,0.0042766258120536,0.15835375030080562,-0.0436673164367675,0.019676992460707164,69,45,15,91,0.08140806626904286,1.9238238003464077,0.019286472645829163,0.19243360144014302
BadRange,0.04950038505331354,0.6654217839578013,0.11646882511675336,1.0399283112982074,0.043547600507736095,0.28574067522087543,0.03200655348598953,0.27655518270670426,72,14,0.002745952067781511,0.4076342946676314,0.5413640669860711,17.93777546719492,0.021995425224304054,0.13167730550620352,0.1504132151603698,3.184225919638283,0.22643971443176258,3.1213628323306577,0.0022209279239177723,0.40486162614027665,-0.00228488445281975,0.277629126185878,-0.0760264992713928,0.06286308730762538,83,48,14,77,0.6985268456003051,3.9134692251080003,0.041497594341370715,0.49368143407128684,0.044509194791316875,0.33514324678563745,0.024832124998792966,0.20167486852250405,89,19,0.001431979383176426,0.2160820448858667,-0.3277468960922718,-0.49486331549596896,0.02283775806427005,0.17407128104153036,0.056272953748703,0.982672310299872,0.14975595474243159,0.9402515204533054,0.0028491087257861993,0.3915229845068094,0.00830411911010735,0.3661428683106016,-0.0934830009937286,0.04242078984656666,66,40,15,94,-0.547042953863215,0.6815530871297351,0.029873859656415928,0.25058291539677524,0.02608973346650595,0.1932203972745153,0.01573548716551154,0.13935987220207335,85,14,0.0006460102577219431,0.0933795716709049,0.5402328894625366,1.9114244471509982,0.01295647025108335,0.09156188348298956,0.0444758534431457,0.8920108148284673,0.1104635596275329,0.8660587307029227,-0.001762995729222891,0.2435437006511215,-0.0002307295799255,0.2047841603247707,-0.0659877061843872,0.02595208412554457,82,42,17,78,-0.39402888498203564,1.4445240461573303,0.020079045233633387,0.1845698717127522
BadRange,0.04328242120291578,0.607237855772169,0.10473193950951076,0.9547898427158561,0.042309194803237825,0.24286549249460287,0.027464126250706565,0.23162363648925474,67,18,0.001959025323225805,0.28284652609294225,0.7558468080567091,12.377159528674456,0.021143227815628,0.11753309017992146,0.1147298216819763,2.3066338086412395,0.19075632095336909,2.2534321096691166,-0.0008842084556817918,0.37857729047866606,-0.0085430741310119,0.2630490900765755,-0.0760264992713928,0.05320169897212287,94,51,15,66,0.8955078403818565,3.167148239369742,0.035089950933655044,0.3735314728731356,0.03996382653713217,0.18206754539907802,0.021419166903942778,0.16394357550107505,83,16,0.001049946037951607,0.15900032544429082,-0.520840270617851,2.6555086338752742,0.02066220343112935,0.09898770501521527,0.0484041571617126,1.0813374347577047,0.11588016152381889,1.0510218704333811,0.0019357666373252835,0.32399705307622667,0.0044188648462294994,0.2755854000516601,-0.0674760043621063,0.030315564324323505,72,40,15,88,-0.3772245282194428,1.5905657094816978,0.025623673826617902,0.2324354427410148,0.025701638311147624,0.19046073023716853,0.015949919804115743,0.14763835436838385,81,14,0.0007220947321470076,0.10328442325167558,0.5048319077113277,2.2185138788442362,0.01281072944402695,0.0770434695067475,0.0444758534431457,0.9232192644093167,0.1104635596275329,0.8823823162289596,-0.0042661080602556375,0.2522154991609634,-0.0040977001190185,0.18614181303261784,-0.0659877061843872,0.040836948180357095,94,46,14,66,-0.193654349376362,1.6875843326468116,0.020876625419732606,0.19917772273691056
BadRange,0.03944721240874104,0.5140830882003248,0.09200569935142972,0.7995780308383045,0.04391333460807793,0.210739263397911,0.028500989908352446,0.2549435171414308,62,13,0.0022095266431011455,0.3182861551065519,1.2890879271284312,19.115472593416627,0.019192844629287602,0.07875262355643121,0.141752004623413,2.8872871092451153,0.1876493096351622,2.852157914919376,0.005228892341256151,0.3455860752347156,-0.0064160227775573,0.22192156310245822,-0.0458973050117492,0.035129194325739285,89,56,16,71,1.2727034314574752,4.0611497442349895,0.036906992902479424,0.44593320095101385,0.034223005175590404,0.2024066761457688,0.017491675387136595,0.14012057204391845,78,20,0.0007576866080376263,0.1142446015036833,0.05781384437065462,2.640141989567156,0.0165968090295791,0.1019068534626224,0.0464880466461181,0.972679148841833,0.11383596062660209,0.956394257512871,0.002481029741466041,0.2758504299637239,0.00111678242683405,0.25573237369666724,-0.067347913980484,0.016284891328962058,75,40,16,85,-0.3429776203045506,1.616292054482529,0.021687282803911433,0.19532317269723007,0.017855320125818128,0.16924150520801626,0.011630291020264808,0.11722698570921895,70,17,0.00041032447170248984,0.058270503726603765,1.2952153136917985,2.779223478290784,0.0088868215680123,0.06564685383313004,0.0433236435055732,0.7037690887313166,0.0993058159947394,0.6864595605497488,-0.0037193034309893694,0.17814152563986504,-0.0054375156760215,0.12092356453641653,-0.0559821724891662,0.01730952818156787,101,48,14,59,0.0720445736297358,1.8071494829877273,0.01562515555411694,0.16289905024064766
BadRange,0.038434013602532326,0.5159633914237547,0.08741083979606606,0.789049128692145,0.03586389124393453,0.1465393917051879,0.026756513603031596,0.25298541903871735,59,9,0.002084072949496299,0.31475638808066936,1.4997909477919382,12.011013377496951,0.01670092344284055,0.08413002929458385,0.141752004623413,2.3666475188952374,0.2110952138900756,2.3264735516336437,0.0022349745035171605,0.3210735320051271,-0.0042946338653564,0.18440427124796877,-0.0693432092666626,0.04017396726159385,93,54,14,67,1.1156907157541947,3.4753767176415353,0.03613462573850324,0.4600740974304268,0.0224042460322379,0.24112351720224018,0.01703131758375089,0.1484059120752732,73,20,0.0008644184450218146,0.13141303108117122,2.1934757074602427,1.6886604008802912,0.0112675875425338,0.13157333876531901,0.0986013710498809,1.0046070896467432,0.16594928503036488,0.993797494169091,0.0026439705863594994,0.30662075547374973,3.094971179959999e-05,0.2871930804677898,-0.067347913980484,0.010809595477652142,80,41,16,80,0.7502860515106063,1.1306914131664705,0.02316516464453474,0.19338237612015782,0.0180747061967849,0.15003286606892205,0.01043064509518441,0.09600938804317961,73,20,0.0003163520146928803,0.03889383669855946,-0.09560924270460935,-0.2008585011901456,0.008951969444751701,0.06395614914282184,0.0294805765151977,0.4507840418812913,0.06747017800807939,0.41367092438106845,-0.005220326036214812,0.16135484121326818,-0.00643148273229595,0.11514509485809324,-0.0379896014928817,0.03711311750022284,104,47,19,56,0.09429330497953609,0.9225308609881102,0.01309734065891876,0.11339511416106282
BadRange,0.040834554570697214,0.5407182417370257,0.0958045358955858,0.8433339360738403,0.04161883890628802,0.21386980284036528,0.027522318786941436,0.22526213671745335,65,14,0.0020840588606450047,0.2955937742486132,0.6537418936289776,19.246527603081976,0.02039355039596545,0.08970035286218717,0.1213743686676025,2.8127306533856506,0.19071757793426508,2.78194758013379,0.005040707066655162,0.31850077268357646,-0.001560091972351,0.2059090857558915,-0.0693432092666626,0.030783073251860787,83,49,15,77,0.8105751506815649,4.189684899163057,0.03584913265508754,0.44062572785594123,0.028785414993762852,0.21873568366138488,0.018438134631141974,0.1823231959291731,78,17,0.0009865040788387142,0.14654755044759202,1.8408949849156615,1.1319219424658273,0.01436498761177055,0.09084805830672973,0.0986013710498809,1.0099501139668934,0.1675490736961364,0.9944899141571759,0.0001954849809408181,0.300463088682488,-0.00079564750194545,0.19837108133085649,-0.0689477026462555,0.015460199809717468,82,43,15,78,0.46436109920377266,1.4102411121495027,0.02490791766005184,0.2372118942780301,0.024420384317636375,0.19150755299910732,0.01440512408735226,0.12745651620397594,77,24,0.0005184301198184159,0.07743446152687276,0.3426289413310779,2.3356171482758183,0.01223094016313545,0.09995254582275614,0.0623271167278289,0.8372971004754731,0.109042853116989,0.8218108992914972,-0.002197255380451678,0.22437007470777595,-0.00327602028846735,0.18921937819138768,-0.0467157363891601,0.015486201183975892,87,40,16,73,0.37968997498906104,1.3469847493909766,0.017922008357796903,0.16459808960768593
BadRange,0.0484462994414522,0.6691094869237948,0.113378377407789,1.0651608794809793,0.05394180119037613,0.294456909761494,0.031572004407644225,0.266316675390194,80,13,0.002653456554255622,0.3882425287708363,0.22848585628467388,19.316523183766325,0.026922583580017048,0.11471852230348872,0.1213743686676025,3.1566676746783444,0.2288976311683654,3.0819590632527634,0.00211421400308609,0.3948434078833646,0.0018576085567473999,0.26281020657892806,-0.1075232625007629,0.07470861142558119,78,48,16,82,0.29984388927851846,4.06841131693041,0.04079635506667177,0.4820178544638022,0.0343989953398704,0.2613831333275843,0.020647104531526524,0.185278911253072,84,19,0.0011107973359270817,0.1603843005820567,0.11013869386635156,0.27171081179609624,0.017207860946655197,0.12014243241080595,0.0688487589359283,0.9761369874504037,0.14467310905456532,0.9457677736379227,-0.002629125118255614,0.32603940992963243,-0.001373678445816,0.2559474141042397,-0.075824350118637,0.03036921381248096,84,42,17,76,-0.2959875222309524,1.049787719715839,0.026299408818799486,0.23255666783559176,0.0272626802325248,0.21418184108095167,0.01832663109526034,0.17358303072249226,80,19,0.0011043810057687212,0.1669510328396292,4.504899088750073,0.795722656046566,0.01379781961441035,0.10830305761701574,0.1215350925922393,1.0145097415890043,0.22235682606697071,0.9892542034109605,-0.0038986304774880354,0.34427806166798225,-0.00383245944976805,0.2642155386527264,-0.1008217334747314,0.025255538178043782,90,32,18,70,0.31777279661218283,1.1847405258130006,0.026063083779670343,0.22005374137643324
BadRange,0.05088287450561133,0.7005384697351748,0.11975527510046934,1.1133872101550266,0.0519423633813857,0.2049429479152055,0.033202444454655,0.3093687117255005,74,12,0.002988769482590458,0.4561139757393418,0.6047935614595867,15.11033905392556,0.0269180834293365,0.08043280884098974,0.1304206848144531,3.2865001612578726,0.237943947315216,3.217562249790889,0.0008463371545076398,0.40033082571856604,-0.00081774592399595,0.20964683103220236,-0.1075232625007629,0.06893791146698373,84,47,16,76,0.6081122263112124,3.730108409884536,0.04334753098859822,0.5439202199944703,0.033885702490806455,0.23665065286426562,0.021345135441515548,0.1569201087761817,85,18,0.0012006936471397243,0.1744232352779126,0.18139775877142927,0.9848848833146437,0.01663616299629215,0.10588355284366313,0.0688487589359283,0.9963576993404496,0.1577920913696288,0.9624405504161971,-0.0029081055894493984,0.3616559473473746,-0.00214318931102745,0.32546067508830334,-0.0889433324337005,0.03391714892425247,85,43,16,75,-0.27042395712159034,1.1002226050247443,0.027324768432776262,0.20887367241034854,0.027542784810066126,0.23484580089213986,0.019461584582459147,0.17415395627832023,78,18,0.0012302977552493158,0.17924417404307513,3.743897865448959,2.1325695667352678,0.01471838355064395,0.1205485553910216,0.1215350925922393,1.170062603976509,0.22235682606697071,1.1340583497357388,-0.006670526135712847,0.35140043708908597,-0.00738495588302605,0.3054539579499098,-0.1008217334747314,0.03600425424077006,98,34,16,62,0.2354451891546192,1.4374323438854437,0.026999933437674192,0.23613959188724457
BadRange,0.05170968913364722,0.6536791647496694,0.12148212313652014,1.021735739459918,0.0481128692626952,0.3018821272724156,0.03379533512517806,0.35044560235871947,68,13,0.0031692341208411847,0.4830979399711768,0.8843676769996143,10.632190332673682,0.024109631776809602,0.09704011422943984,0.1304206848144531,3.1282436334536805,0.2661801576614379,3.0835991152875786,0.0023239973932504708,0.41586334514004014,-0.00282141566276545,0.20426196396479399,-0.1357594728469848,0.044644518166102085,87,45,17,73,0.39543521346325294,3.098652425092794,0.04458468430535543,0.5569161679643649,0.03199668228626245,0.275609944720775,0.021865078872069666,0.2159326185884601,82,15,0.0013107781046161518,0.1975242425934037,0.6603530830279603,1.9849243845177478,0.0170224010944366,0.1331876536040968,0.0719290077686309,1.2467840706092252,0.1621645987033843,1.1974879549117536,-0.0009027000516653061,0.3306144556218491,0.0018204450607299501,0.25082313066540074,-0.0902355909347534,0.04929611569747158,78,39,17,82,-0.4132829966597473,1.6548740983262746,0.028697887600069666,0.29701569710584674,0.03313327208161348,0.17839917417021783,0.020414211892057173,0.19916433036216852,83,13,0.0011365879693711514,0.17086004122939585,0.8291453245887781,5.441397650700608,0.0165733993053436,0.09004765071750481,0.0789984613656997,1.4684909726254582,0.1657664328813552,1.4603206359588154,-0.003914671950042238,0.27525793869802884,-0.0031949356198310496,0.17060716302124274,-0.0867679715156555,0.008170336666642837,87,33,17,73,-0.34526375607459836,2.405140935062056,0.026446439512695062,0.30837170494892696
