accelX_max,activity,gravX_height,rot_symmetry
0.3064882755279541,BadRange,0.8863352392254455,1
0.0919200778007507,BadRange,0.8878983114300354,1
0.0919200778007507,BadRange,0.8864045857917517,1
0.078317105770111,BadRange,0.8956676840316504,1
0.0861862152814865,BadRange,0.8869142457842826,1
0.0990802645683288,BadRange,0.9049402135424315,1
0.0990802645683288,BadRange,0.8992967265658081,1
0.1073349714279174,BadRange,0.8245187513530254,1
0.1073349714279174,BadRange,0.8678515069186687,1
0.0982543975114822,BadRange,0.8817236181348563,1
0.1035203337669372,BadRange,0.9059231039136649,1
0.1035203337669372,BadRange,0.8841423317790031,1
0.1005931943655014,BadRange,0.9138135481625795,1
0.0858461260795593,BadRange,0.9167543817311525,1
0.0911635160446167,BadRange,0.9172293543815612,1
0.0911635160446167,BadRange,0.8642681855708361,1
0.0834976434707641,BadRange,0.8794658621773125,1
0.099284827709198,BadRange,0.8682966670021416,1
0.104559302330017,BadRange,0.9368070438504219,1
0.104559302330017,BadRange,0.9676784947514534,1
0.104844331741333,BadRange,0.923739280551672,1
0.104844331741333,BadRange,0.9080500267446041,1
0.1047829985618591,BadRange,0.9029686558060347,1
0.1159210801124572,BadRange,0.9163333284668622,1
0.1159210801124572,BadRange,0.9144165352918205,1
0.1034843325614929,BadRange,0.9219768382608889,1
0.1008085310459137,BadRange,0.9355861283838748,1
0.0970807969570159,BadRange,0.9474560432136059,1
0.1009452641010284,BadRange,0.9552092961966993,1
0.1044620871543884,BadRange,0.9233841132372618,1
0.1044620871543884,BadRange,0.908547980710864,1
0.1044461727142334,BadRange,0.9222633740864694,1
0.1218843162059784,BadRange,0.9098082380369308,1
0.1218843162059784,BadRange,0.8583359913900496,1
0.1113808751106262,BadRange,0.8316664844751358,1
0.1059727668762207,BadRange,0.8418257534503937,1
0.1059727668762207,BadRange,0.9158659894019365,1
0.1095316708087921,BadRange,0.9285622555762529,1
0.1097527742385864,BadRange,0.9265815932303665,1
0.1235148906707763,BadRange,0.9787437990307808,1
0.1235148906707763,BadRange,1.0095321014523506,1
0.1171118170022964,BadRange,1.0055744275450706,1
0.1094100177288055,BadRange,0.9468327239155768,1
0.1006684303283691,BadRange,0.9686998575925827,1
0.0878179669380188,BadRange,0.9825353473424911,1
0.0881398320198059,BadRange,0.9613493904471397,1
0.1018560528755188,BadRange,0.9714422449469566,1
0.1018560528755188,BadRange,0.9052006313577294,1
0.155882328748703,BadRange,0.9160280860960482,1
0.155882328748703,BadRange,0.9338817037642001,1
0.1014368534088134,BadRange,0.9249263359233736,1
0.1324687004089355,BadRange,0.9254837911576033,1
0.1324687004089355,BadRange,0.9321769159287214,1
0.0892850160598754,BadRange,0.9471288621425628,1
0.0892850160598754,BadRange,0.9585200808942318,1
0.087499514222145,BadRange,0.9636906459927559,1
0.1138555407524108,BadRange,0.9551584795117379,1
0.1138555407524108,BadRange,0.9469658061861992,1
0.1036989539861679,BadRange,0.9502133689820765,1
0.1466085314750671,BadRange,0.9319294709712267,1
0.0908900499343872,BadRange,0.9149569887667894,1
0.081860713660717,BadRange,0.7837304621934891,1
0.1011947691440582,BadRange,0.8664840739220382,1
0.1011947691440582,BadRange,0.8888220470398667,1
0.0926592648029327,BadRange,0.9151101792231203,1
0.0926592648029327,BadRange,0.8993527973070741,1
0.1307260394096374,BadRange,0.8661940302699804,1
0.1307260394096374,BadRange,0.8645460214465857,1
0.1216066181659698,BadRange,0.833869893103838,1
0.1216066181659698,BadRange,0.7849128767848015,1
0.0908774733543396,BadRange,0.7911662980914116,1
0.0908774733543396,BadRange,0.8838625719654374,1
0.0926620960235595,BadRange,0.900039391766768,1
0.0926620960235595,BadRange,0.9262284431606531,1
0.0925321280956268,BadRange,0.9245360884815454,1
0.0925321280956268,BadRange,0.9020489137619733,1
0.1471245884895324,BadRange,0.895676765590906,1
0.1471245884895324,BadRange,0.9148340560495852,1
0.1062797605991363,BadRange,0.8460764028131963,1
0.1041728258132934,BadRange,0.8334164358675481,1
0.0838798880577087,BadRange,0.8231121972203255,1
0.0965105295181274,BadRange,0.7513155341148376,1
0.0965105295181274,BadRange,0.7611231803894044,1
0.093527615070343,BadRange,0.8572277091443539,1
0.1041884422302246,BadRange,0.8572277091443539,1
0.1041884422302246,BadRange,0.8260842859745027,1
0.1058311462402343,BadRange,0.8524130657315254,1
0.1058311462402343,BadRange,0.850063867866993,1
0.088161677122116,BadRange,0.8536965623497964,1
0.0952340513467788,BadRange,0.8339988961815835,1
0.0952340513467788,BadRange,0.7725939974188805,1
0.1075686961412429,BadRange,0.9511899799108505,1
0.1075686961412429,BadRange,0.9620916694402695,1
0.094834566116333,BadRange,0.8977958529721947,1
0.0987064838409423,BadRange,0.9408609345555305,1
0.0987064838409423,BadRange,0.9577902629971504,1
0.1047013401985168,BadRange,0.9008142240345479,1
0.1047013401985168,BadRange,0.8664077091962099,1
0.0990353524684906,BadRange,0.8349065557122232,1
0.0990353524684906,BadRange,0.8899344503879547,1
0.0926012992858886,BadRange,0.8899344503879547,1
0.0945099294185638,BadRange,0.8433577157557012,1
0.0945099294185638,BadRange,0.8467754460871221,1
0.0904826149344444,BadRange,0.8393428847193718,1
0.1226735711097717,BadRange,0.8185946270823479,1
0.1226735711097717,BadRange,0.8736572191119193,1
0.1092914342880249,BadRange,0.8898830786347388,1
0.1247915029525756,BadRange,0.8829143419861794,1
0.1247915029525756,BadRange,0.8765687625855209,1
0.1183887422084808,BadRange,0.8768570702522994,1
0.103556752204895,BadRange,0.985361337661743,1
0.103556752204895,BadRange,0.9692887663841246,1
0.0981903970241546,BadRange,0.8919590972363949,1
0.0981903970241546,BadRange,0.9145051501691341,1
0.0964969992637634,BadRange,0.9120516013354062,1
0.094343215227127,BadRange,0.8890113066881894,1
0.108599305152893,BadRange,0.9203269621357321,1
0.108599305152893,BadRange,0.9215526124462484,1
0.2878678441047668,BadRange,0.989164113998413,1
0.089970052242279,BadRange,0.9446467123925686,1
0.0945991277694702,BadRange,0.971995647996664,1
0.0945991277694702,BadRange,0.9045229963958263,1
0.1114716529846191,BadRange,0.9176004952751099,1
0.1114716529846191,BadRange,0.9176004952751099,1
0.0975372791290283,BadRange,1.0488580614328384,1
0.1073206067085266,BadRange,1.0652250200510025,1
0.1148548871278762,BadRange,1.0080877542495728,1
0.119819663465023,BadRange,0.9955995082855222,1
0.119819663465023,BadRange,0.9646767377853392,1
0.1262576282024383,BadRange,0.9219861747696995,1
0.1262576282024383,BadRange,0.9269194118678569,1
0.1299505233764648,BadRange,0.9416667241603135,1
0.1299505233764648,BadRange,0.9356524366885424,1
0.1079769730567932,BadRange,0.967440903186798,1
0.1182412803173065,BadRange,0.9598952531814574,1
0.1182412803173065,BadRange,0.9353135181590915,1
0.1003303229808807,BadRange,0.9162967698648572,1
0.1003303229808807,BadRange,0.9070140616968274,1
0.1320120692253112,BadRange,0.9257393050938845,1
0.1320120692253112,BadRange,0.9161835480481387,1
0.1002890020608902,BadRange,0.9109945958480239,1
0.1273684501647949,BadRange,0.9206881477730349,1
0.1273684501647949,BadRange,0.9166918351547793,1
0.1077439337968826,BadRange,0.9251021398231386,1
0.11036317050457,BadRange,0.9251021398231386,1
0.11036317050457,BadRange,0.9028996042907239,1
0.1024703085422515,BadRange,0.9050521189346912,1
0.1121195554733276,BadRange,0.91248142067343,1
0.1121195554733276,BadRange,0.9055979754775763,1
0.1095609664916992,BadRange,0.9020753658842294,1
0.1095609664916992,BadRange,0.9034061587881296,1
0.1118158996105194,BadRange,0.9111923482269049,1
0.1118158996105194,BadRange,0.904217591509223,1
0.0973065197467804,BadRange,0.9026117101311684,1
0.0973065197467804,BadRange,0.912625290453434,1
0.1045457422733306,BadRange,0.9609816372394562,1
0.1114572286605835,BadRange,0.9607159793376923,1
0.1114572286605835,BadRange,0.9661173932254313,1
0.1208148896694183,BadRange,0.9304593149572611,1
0.1208148896694183,BadRange,0.900479968637228,1
0.1071041524410247,BadRange,0.935234572738409,1
0.1080546975135803,BadRange,0.945207979530096,1
