TP_sum,activity,gravX_height,roll_height,roll_min,rotY_max
0.6,BadRange,0.6138088405132294,1.0544803348101814,0.2880420554192123,0.9704772233963012
1.0,BadRange,0.5807344019412994,0.9873388404203483,0.3551835498090454,0.967907190322876
1.0,BadRange,0.5806788504123688,1.0107081955574924,0.3551835498090454,0.967907190322876
0.8,BadRange,0.5401929616928101,0.9714143794035519,0.3944773659629859,1.0874706506729126
0.7,BadRange,0.5401929616928101,0.9641717445930464,0.3944773659629859,1.0874706506729126
0.6,BadRange,0.5386136770248413,0.9493720738300325,0.367213696668519,0.9745628237724304
0.8,BadRange,0.5415270924568176,0.9537773444495387,0.367213696668519,1.008694410324097
0.8,BadRange,0.575142115354538,0.9917163741925324,0.3292746669255252,1.110733985900879
0.9,BadRange,0.5711028873920441,1.0047537068441859,0.3292746669255252,1.110733985900879
1.1,BadRange,0.5244922041893005,0.9394808807158421,0.394547493053869,1.0837141275405884
0.8,BadRange,0.496778815984726,0.8828708746592919,0.4237685534116106,1.0837141275405884
0.8,BadRange,0.49581280350685125,0.9206071357787349,0.4237685534116106,1.1178034543991089
0.8,BadRange,0.5027579963207245,0.9263413338768083,0.4180343553135373,1.1178034543991089
0.9,BadRange,0.5733189284801483,1.0268987196762953,0.3308515918577197,1.0364179611206057
1.0,BadRange,0.5733189284801483,1.0268987196762953,0.3308515918577197,1.0364179611206057
0.8,BadRange,0.5218818187713623,0.9317045684320255,0.3783413146649428,1.0627539157867432
0.6,BadRange,0.5399273633956909,0.9925755100677383,0.3783413146649428,1.0634829998016355
0.6,BadRange,0.5472321808338165,0.9996862161916963,0.3712306085409848,1.127840876579285
0.8,BadRange,0.5387633144855499,0.9727712952697561,0.3712306085409848,1.127840876579285
0.8,BadRange,0.5301617681980133,0.9681974818645401,0.3758044219462008,1.0644915103912354
1.1,BadRange,0.5254802405834198,0.9264061793883137,0.3758044219462008,0.9427233934402466
1.3,BadRange,0.511623352766037,0.93586437488228,0.4017334792863444,0.9427233934402466
0.8,BadRange,0.5131097137928009,0.9392709957870691,0.3983268583815554,1.0520074367523191
0.6,BadRange,0.508450835943222,0.9047019295189458,0.3983268583815554,1.0520074367523191
0.6,BadRange,0.4949064552783966,0.8885077126534766,0.4145210752470246,1.009666919708252
0.6,BadRange,0.5129619240760803,0.9106336498041424,0.3916212630651902,1.009666919708252
0.6,BadRange,0.5290971994400023,0.921758793170255,0.3904722895459639,0.9502578973770142
0.6,BadRange,0.530099630355835,0.9273624542573552,0.3904722895459639,0.9064013957977296
0.6,BadRange,0.49623861908912664,0.9299459216114061,0.4262285363864211,0.9064013957977296
0.6,BadRange,0.4989516139030457,0.927402999496231,0.4287714585015963,0.9400383830070496
0.6,BadRange,0.4997966885566712,0.9370417761509056,0.4287714585015963,0.9400383830070496
0.6,BadRange,0.4874527752399445,0.9131859688590359,0.4526272657934659,0.8094934225082397
0.6,BadRange,0.48048695921897894,0.8599881154106116,0.4526272657934659,1.0167903900146484
0.6,BadRange,0.49979889392852783,0.8967838506716783,0.4158315305323992,1.0167903900146484
0.9,BadRange,0.4875638484954834,0.8842919961923263,0.4158315305323992,0.8626987934112549
0.9,BadRange,0.4354071617126465,0.8092641452931709,0.4908593814315546,0.8626987934112549
0.6,BadRange,0.5286254584789276,0.921713602867017,0.3763047632578101,1.009849190711975
0.8,BadRange,0.5392776429653168,0.9766486283045912,0.3763047632578101,1.009849190711975
1.1,BadRange,0.43299826979637146,0.8585490119546204,0.4944043796077808,1.0098141431808472
0.6,BadRange,0.4754408895969391,0.8403962417023647,0.447688850714737,0.9426370859146118
0.6,BadRange,0.47845736145973206,0.8748662955316118,0.447688850714737,0.9840056896209716
0.9,BadRange,0.4746111929416657,0.8799193507286439,0.4556999818897426,0.9953709244728088
0.9,BadRange,0.5283299386501312,0.9407847710360224,0.3948345615823641,1.0031561851501465
0.6,BadRange,0.5206051766872406,0.8923025453533451,0.3948345615823641,1.0053974390029907
0.6,BadRange,0.5353602766990662,0.9187292346667439,0.3684078722689652,1.0053974390029907
0.6,BadRange,0.5295965075492859,0.9343286453910624,0.3684078722689652,0.9883134365081788
0.6,BadRange,0.5383463799953461,0.9554479444420708,0.373617169324865,0.9883134365081788
1.1,BadRange,0.5421065390110016,0.9943474845211365,0.373617169324865,0.9026281237602234
0.8,BadRange,0.5098832845687866,0.9491710680261943,0.4187935858198072,0.9026281237602234
0.6,BadRange,0.526667982339859,0.9022681290892132,0.3795169269151378,0.9665532112121582
0.9,BadRange,0.534309595823288,0.9104554467409032,0.3795169269151378,0.9665532112121582
0.8,BadRange,0.5157495737075806,0.9004756514993103,0.3894967221567306,1.011169195175171
0.6,BadRange,0.5092114210128784,0.9229718385812334,0.3894967221567306,1.011169195175171
0.6,BadRange,0.5109031796455383,0.9258735744293434,0.3865949863086207,0.8464546799659729
0.6,BadRange,0.5089768767356873,0.868783456989302,0.3865949863086207,0.8464546799659729
0.6,BadRange,0.528128981590271,0.8890725221668552,0.3663059211310676,0.857187032699585
0.6,BadRange,0.5247346758842468,0.8931046107503604,0.3663059211310676,1.1480735540390017
0.6,BadRange,0.5461604297161102,0.9209689871335385,0.3384415447478895,1.1480735540390017
0.8,BadRange,0.542802482843399,0.986315747294187,0.3384415447478895,0.9863533973693848
